type,x_au,y_au,z_au,time
earth,0.04654724105136354,-0.9316325984569997,-0.4038418807144357,2028-06-24 00:00:00
mars,0.8185539089213865,1.1367691349334255,0.4993189835421582,2028-06-24 00:00:00
jupiter,-5.4441967727606055,-0.05161727979383633,0.11039080080924776,2028-06-24 00:00:00
saturn,7.767594386094004,4.755370705746261,1.6300440139549734,2028-06-24 00:00:00
spacecraft,0.16660511181199453,1.6360570394181642,-0.0063127915954652196,2028-06-25 00:00:00
westerwald,0.8859243812877907,-2.482449081253977,-0.014393316088769014,2028-06-25 00:00:00
chimaera,0.5678604642339351,-2.618694908609577,-0.29593913940495625,2028-06-25 00:00:00
rockox,0.27882995178017955,-2.1734609100276385,-0.1652425885037717,2028-06-25 00:00:00
moza,-2.3971445551847155,1.7885438042529724,0.007583551656838768,2028-06-25 00:00:00
ousha,2.0600024032147983,1.3691558654708949,-0.19575649233178355,2028-06-25 00:00:00
ghaf,-0.5969384810528536,2.6380075146238395,-0.018782813184500875,2028-06-25 00:00:00
justitia,0.650504252945835,3.0523389186708942,-0.29332903624017176,2028-06-25 00:00:00
venus,0.22967014583012413,-0.6242568294672907,-0.2954407806701769,2028-06-25 00:00:00
earth,0.06345252694750833,-0.9308344841491378,-0.40349601414578373,2028-06-25 00:00:00
mars,0.8073646295379278,1.1446979158740467,0.5032573599186562,2028-06-25 00:00:00
jupiter,-5.444275429701743,-0.05823631734101443,0.10755583358288959,2028-06-25 00:00:00
saturn,7.764266012822517,4.7596360568619005,1.6319496207101447,2028-06-25 00:00:00
spacecraft,0.179455725949923,1.64034959708751,-0.007858292106699792,2028-06-26 00:00:00
westerwald,0.8951989392030021,-2.4793475281455897,-0.014430502920395591,2028-06-26 00:00:00
chimaera,0.5772662008702961,-2.6162764698188394,-0.29370403415320234,2028-06-26 00:00:00
rockox,0.29054352747751305,-2.172989848781342,-0.16609487874903897,2028-06-26 00:00:00
moza,-2.4031957017095733,1.7807878857350108,0.009631325083843244,2028-06-26 00:00:00
ousha,2.0561193860412814,1.379101529228235,-0.19632779444429255,2028-06-26 00:00:00
ghaf,-0.6073047139150014,2.636760653939043,-0.017565761755155215,2028-06-26 00:00:00
justitia,0.642194082917786,3.0548800588215865,-0.2932346944554729,2028-06-26 00:00:00
venus,0.24863511628896165,-0.6178196068695659,-0.29374367794135,2028-06-26 00:00:00
earth,0.08033896314482873,-0.9297727391501621,-0.4030358698345541,2028-06-26 00:00:00
mars,0.7961028934047899,1.1525239760622044,0.5071505650046166,2028-06-26 00:00:00
jupiter,-5.444344101943306,-0.06485524704025,0.10472066948803878,2028-06-26 00:00:00
saturn,7.76093474567589,4.763899629374588,1.6338546176309896,2028-06-26 00:00:00
spacecraft,0.1922945136431018,1.6445340998049018,-0.009403274684837386,2028-06-27 00:00:00
westerwald,0.9044590385455676,-2.4762059183604532,-0.014467456637524904,2028-06-27 00:00:00
chimaera,0.5866632157199703,-2.613818486526082,-0.2914644898410121,2028-06-27 00:00:00
rockox,0.3022490154203364,-2.172458281824871,-0.16694254427269906,2028-06-27 00:00:00
moza,-2.4092202859320593,1.7730122667749328,0.011678992614191615,2028-06-27 00:00:00
ousha,2.0521966573731105,1.3890205562102567,-0.19689530422470078,2028-06-27 00:00:00
ghaf,-0.6176618753101212,2.6354744084259605,-0.016348447863242677,2028-06-27 00:00:00
justitia,0.6338777518635521,3.0573918717391635,-0.29313753737279385,2028-06-27 00:00:00
venus,0.2674093149442033,-0.6109083583712204,-0.2918211533164645,2028-06-27 00:00:00
earth,0.0972015069424267,-0.9284479361177727,-0.4024616959946286,2028-06-27 00:00:00
mars,0.784769897169782,1.1602468821709304,0.5109983680039485,2028-06-27 00:00:00
jupiter,-5.444402789848998,-0.07147405676202817,0.1018853137294709,2028-06-27 00:00:00
saturn,7.757600585648297,4.7681614215473616,1.6357590039566055,2028-06-27 00:00:00
spacecraft,0.20512075750589534,1.6486113692364277,-0.010947643827990265,2028-06-28 00:00:00
westerwald,0.9137045331261178,-2.4730243121494113,-0.014504176696413656,2028-06-28 00:00:00
chimaera,0.5960513607925685,-2.611320969556945,-0.2892205373772851,2028-06-28 00:00:00
rockox,0.3139461024674591,-2.171866316055688,-0.16778556854662938,2028-06-28 00:00:00
moza,-2.4152182476237334,1.765217037899818,0.013726531629116037,2028-06-28 00:00:00
ousha,2.0482344041375375,1.398912830070675,-0.19745902137865892,2028-06-28 00:00:00
ghaf,-0.6280098216959448,2.6341488445022465,-0.01513088998230553,2028-06-28 00:00:00
justitia,0.6255553438970444,3.059874354245644,-0.2930375679317166,2028-06-28 00:00:00
venus,0.28597837721827024,-0.6035284797735169,-0.28967472839860786,2028-06-28 00:00:00
earth,0.1140351923188938,-0.9268607968266366,-0.4017738054796569,2028-06-28 00:00:00
mars,0.7733668382241711,1.1678662131800939,0.5148005437718687,2028-06-28 00:00:00
jupiter,-5.444451493798198,-0.0780927343782159,0.0990497715117611,2028-06-28 00:00:00
saturn,7.75426353373539,4.772421431643537,1.637662778926141,2028-06-28 00:00:00
spacecraft,0.21793375587737276,1.6525822217268655,-0.012491306017110584,2028-06-29 00:00:00
westerwald,0.9229352769548932,-2.469802770097684,-0.014540662555827056,2028-06-29 00:00:00
chimaera,0.6054304879970878,-2.608783930188295,-0.2869722077608547,2028-06-29 00:00:00
